year,age,education,jobclass,health,health_ins,wage
2004,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,88.83156917381345
2008,55,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,166.3249412338765
2004,35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,94.69569513171945
2006,33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,122.26367389280242
2008,41,4. College Grad,2. Information,1. <=Good,1. Yes,132.48782112612304
2003,34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,96.3706528322308
2006,33,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.2428846644714
2008,49,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328425272
2006,62,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,73.77574327469462
2004,31,1. < HS Grad,2. Information,1. <=Good,1. Yes,109.83398564219921
2007,43,1. < HS Grad,2. Information,2. >=Very Good,2. No,100.09966249204214
2008,43,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.26567715865397
2004,43,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611170422
2009,48,4. College Grad,2. Information,1. <=Good,2. No,109.54729663424865
2003,48,2. HS Grad,2. Information,2. >=Very Good,2. No,70.47601964694451
2007,50,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.20473889285924
2009,29,4. College Grad,2. Information,2. >=Very Good,2. No,99.68946369848636
2004,52,3. Some College,2. Information,2. >=Very Good,2. No,94.07271474570051
2004,46,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103278560542
2005,40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2004,43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328425272
2006,54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,115.37503855639125
2006,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,107.90392386687648
2004,32,3. Some College,1. Industrial,1. <=Good,2. No,101.4020523029919
2008,28,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.47942267942264
2005,33,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,145.14360117691106
2004,44,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,163.51586397623814
2006,41,2. HS Grad,2. Information,1. <=Good,2. No,81.28325328425272
2005,31,1. < HS Grad,1. Industrial,1. <=Good,2. No,40.40566525968448
2007,48,4. College Grad,2. Information,2. >=Very Good,1. Yes,97.49329404539341
2007,50,4. College Grad,1. Industrial,1. <=Good,2. No,117.14681691480487
2004,47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2004,31,2. HS Grad,1. Industrial,1. <=Good,2. No,84.04595765399237
2008,40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,88.81647397411508
2009,54,3. Some College,1. Industrial,1. <=Good,2. No,86.69515482894022
2004,24,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.35567931800914
2005,34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,98.59934386038917
2003,65,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2007,28,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.64296814026339
2008,30,2. HS Grad,2. Information,1. <=Good,1. Yes,79.85490030934672
2009,45,3. Some College,1. Industrial,2. >=Very Good,2. No,166.3249412338765
2008,35,4. College Grad,2. Information,2. >=Very Good,1. Yes,139.0034080594695
2005,46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,145.14360117691106
2003,47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.38394037898266
2008,71,2. HS Grad,1. Industrial,1. <=Good,2. No,99.69162839707211
2003,39,3. Some College,2. Information,2. >=Very Good,1. Yes,130.98217737746066
2009,41,1. < HS Grad,1. Industrial,1. <=Good,2. No,68.74808773376687
2007,33,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,139.70307152765756
2009,76,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2009,20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360251761123
2006,34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2003,26,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2006,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591025766
2003,25,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490030934672
2006,62,3. Some College,1. Industrial,2. >=Very Good,1. Yes,128.68048822062414
2006,37,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,180.77995222985933
2009,37,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2007,32,3. Some College,1. Industrial,2. >=Very Good,2. No,89.49247951800011
2007,55,3. Some College,1. Industrial,2. >=Very Good,1. Yes,130.2208323587774
2009,36,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,77.49768138773584
2006,39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2004,46,4. College Grad,2. Information,2. >=Very Good,1. Yes,185.28331708849834
2007,48,4. College Grad,2. Information,1. <=Good,2. No,128.68048822062414
2005,34,4. College Grad,2. Information,2. >=Very Good,1. Yes,147.1166891599782
2004,39,3. Some College,2. Information,1. <=Good,2. No,106.92181409121146
2005,50,5. Advanced Degree,1. Industrial,1. <=Good,2. No,115.37503855639125
2006,54,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611170422
2007,60,4. College Grad,1. Industrial,1. <=Good,1. Yes,148.4131591025766
2007,48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,111.7208493609888
2007,47,4. College Grad,1. Industrial,2. >=Very Good,2. No,126.32388070978574
2004,20,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2003,60,2. HS Grad,1. Industrial,1. <=Good,1. Yes,107.90392386687648
2003,37,4. College Grad,2. Information,2. >=Very Good,1. Yes,54.598150033144236
2003,46,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2003,54,3. Some College,2. Information,1. <=Good,1. Yes,72.47931629712522
2006,51,4. College Grad,2. Information,1. <=Good,1. Yes,130.98217737746066
2009,32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,91.69922611170422
2006,35,4. College Grad,2. Information,2. >=Very Good,1. Yes,154.68529299563002
2003,46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.47571329034717
2008,38,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103278560542
2005,62,2. HS Grad,2. Information,1. <=Good,1. Yes,80.57319970573587
2003,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,94.07271474570051
2003,28,5. Advanced Degree,1. Industrial,1. <=Good,2. No,141.7751723331802
2007,61,4. College Grad,2. Information,2. >=Very Good,1. Yes,145.14360117691106
2003,26,4. College Grad,2. Information,1. <=Good,1. Yes,94.07271474570051
2006,49,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2009,28,2. HS Grad,2. Information,1. <=Good,1. Yes,113.56708956975103
2003,61,2. HS Grad,2. Information,1. <=Good,1. Yes,101.59553820814664
2003,42,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2009,31,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2009,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2005,44,1. < HS Grad,1. Industrial,1. <=Good,2. No,78.39246680098368
2007,46,2. HS Grad,2. Information,2. >=Very Good,1. Yes,318.3424300565288
2006,54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966372
2003,40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.49329404539341
2005,38,2. HS Grad,1. Industrial,1. <=Good,2. No,87.85354690038305
2006,43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,184.16713579958744
2009,43,2. HS Grad,1. Industrial,1. <=Good,1. Yes,109.83398564219921
2004,30,3. Some College,2. Information,2. >=Very Good,1. Yes,95.23071256698191
2005,58,5. Advanced Degree,2. Information,1. <=Good,1. Yes,59.097064081589075
2007,60,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2004,45,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,130.98217737746066
2008,47,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2005,47,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103278560542
2003,59,3. Some College,2. Information,2. >=Very Good,1. Yes,67.36898208066448
2006,36,3. Some College,2. Information,2. >=Very Good,2. No,83.32134154478854
2008,39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2004,40,1. < HS Grad,2. Information,1. <=Good,2. No,105.92781077506274
2003,42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,85.38394037898266
2009,29,5. Advanced Degree,2. Information,2. >=Very Good,2. No,73.77574327469462
2005,38,4. College Grad,2. Information,2. >=Very Good,1. Yes,139.0034080594695
2003,58,3. Some College,1. Industrial,1. <=Good,1. Yes,123.08969984794346
2004,18,2. HS Grad,1. Industrial,2. >=Very Good,2. No,55.997433832457155
2004,35,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723331802
2008,30,5. Advanced Degree,2. Information,1. <=Good,2. No,154.07299720631528
2003,48,3. Some College,1. Industrial,1. <=Good,2. No,118.88435933988579
2004,27,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.47571329034717
2005,40,3. Some College,2. Information,2. >=Very Good,1. Yes,120.92670154442632
2007,34,5. Advanced Degree,2. Information,2. >=Very Good,2. No,97.49329404539341
2004,54,2. HS Grad,2. Information,2. >=Very Good,1. Yes,141.7751723331802
2006,20,2. HS Grad,2. Information,2. >=Very Good,1. Yes,75.04315401735154
2005,50,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,89.49247951800011
2009,42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,198.35029046438527
2008,45,3. Some College,2. Information,1. <=Good,1. Yes,65.26143902291935
2003,59,3. Some College,1. Industrial,2. >=Very Good,2. No,107.90392386687648
2003,44,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328425272
2005,67,4. College Grad,2. Information,2. >=Very Good,2. No,76.89360251761123
2007,26,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360251761123
2007,40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,140.39820016194417
2004,42,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2005,22,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328425272
2005,43,3. Some College,1. Industrial,2. >=Very Good,2. No,140.39820016194417
2004,34,2. HS Grad,2. Information,1. <=Good,2. No,79.85490030934672
2004,44,2. HS Grad,2. Information,1. <=Good,1. Yes,79.85490030934672
2003,53,3. Some College,1. Industrial,1. <=Good,1. Yes,268.26629201255724
2003,54,5. Advanced Degree,2. Information,1. <=Good,1. Yes,124.72044624288552
2008,55,4. College Grad,2. Information,1. <=Good,1. Yes,148.4131591025766
2009,30,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2004,48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9896504898766
2003,48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.83398564219921
2008,30,5. Advanced Degree,2. Information,2. >=Very Good,2. No,127.11574381218446
2006,38,3. Some College,1. Industrial,2. >=Very Good,1. Yes,110.7826502762544
2005,25,3. Some College,1. Industrial,2. >=Very Good,1. Yes,91.69922611170422
2009,59,2. HS Grad,2. Information,1. <=Good,1. Yes,104.92150653366392
2004,38,5. Advanced Degree,2. Information,1. <=Good,2. No,272.2947832200641
2003,40,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.26629201255724
2007,36,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,163.51586397623814
2008,60,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2005,40,4. College Grad,2. Information,2. >=Very Good,2. No,123.08969984794346
2003,28,3. Some College,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2004,34,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2008,39,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,175.4435492991289
2005,26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,96.3706528322308
2004,28,2. HS Grad,2. Information,2. >=Very Good,1. Yes,96.93409045701154
2004,27,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2008,34,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2009,38,2. HS Grad,2. Information,1. <=Good,1. Yes,311.9345688964436
2005,51,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.83398564219921
2008,58,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103278560542
2004,42,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.29912692088266
2005,32,3. Some College,2. Information,1. <=Good,1. Yes,47.93367132973799
2006,27,4. College Grad,2. Information,1. <=Good,1. Yes,104.92150653366392
2009,51,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,99.68946369848636
2009,50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,133.2323508265668
2009,25,4. College Grad,2. Information,2. >=Very Good,1. Yes,115.37503855639125
2006,60,2. HS Grad,1. Industrial,1. <=Good,2. No,120.92670154442632
2004,62,3. Some College,2. Information,1. <=Good,1. Yes,148.4131591025766
2006,53,3. Some College,1. Industrial,2. >=Very Good,1. Yes,120.58943653040211
2009,39,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.47808766541038
2003,23,3. Some College,2. Information,2. >=Very Good,2. No,90.48191335664015
2008,47,5. Advanced Degree,2. Information,2. >=Very Good,2. No,148.4131591025766
2009,32,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.08969984794346
2003,57,4. College Grad,2. Information,2. >=Very Good,1. Yes,268.26629201255724
2005,40,3. Some College,2. Information,2. >=Very Good,2. No,78.39246680098368
2006,57,3. Some College,2. Information,2. >=Very Good,1. Yes,107.90392386687648
2005,31,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591025766
2005,28,3. Some College,1. Industrial,1. <=Good,1. Yes,89.2428846644714
2007,58,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,130.98217737746066
2008,47,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2003,41,4. College Grad,2. Information,2. >=Very Good,2. No,70.47601964694451
2004,53,2. HS Grad,1. Industrial,1. <=Good,1. Yes,108.68130823734901
2009,27,4. College Grad,2. Information,2. >=Very Good,1. Yes,80.57319970573587
2003,19,1. < HS Grad,2. Information,2. >=Very Good,2. No,65.1108537153447
2007,47,4. College Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153447
2005,44,2. HS Grad,1. Industrial,1. <=Good,1. Yes,118.88435933988579
2006,32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327469462
2005,23,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.598150033144236
2006,31,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.2294082943902
2004,42,3. Some College,1. Industrial,2. >=Very Good,2. No,272.2947832200641
2003,50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.70537511887878
2004,52,4. College Grad,2. Information,1. <=Good,2. No,46.76326879771867
2003,20,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.89360251761123
2004,33,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328425272
2008,26,4. College Grad,2. Information,2. >=Very Good,2. No,99.68946369848636
2004,40,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,166.3249412338765
2005,29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2004,35,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.47571329034717
2009,34,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2003,37,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2008,37,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.91495138192937
2003,22,3. Some College,1. Industrial,2. >=Very Good,2. No,73.77574327469462
2008,39,2. HS Grad,1. Industrial,1. <=Good,2. No,99.68946369848636
2003,42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.90247060316008
2006,44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,108.87452583471249
2008,45,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.90392386687648
2003,42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723331802
2009,52,3. Some College,2. Information,2. >=Very Good,1. Yes,160.6424754082633
2004,27,3. Some College,2. Information,2. >=Very Good,1. Yes,112.18612287585445
2009,46,3. Some College,2. Information,1. <=Good,1. Yes,169.07354004942798
2007,59,3. Some College,2. Information,1. <=Good,1. Yes,96.3706528322308
2005,52,2. HS Grad,1. Industrial,1. <=Good,2. No,81.28325328425272
2003,19,1. < HS Grad,1. Industrial,1. <=Good,2. No,54.598150033144236
2003,64,4. College Grad,2. Information,1. <=Good,2. No,107.90392386687648
2007,38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,136.87636763518367
2006,45,2. HS Grad,2. Information,2. >=Very Good,1. Yes,65.1108537153447
2008,53,3. Some College,2. Information,2. >=Very Good,2. No,179.52809219645118
2007,28,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.2294082943902
2003,39,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,104.92150653366392
2008,52,5. Advanced Degree,2. Information,1. <=Good,1. Yes,176.9896504898766
2009,41,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,114.47571329034717
2004,44,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.89360251761123
2005,48,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2003,47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.11574381218446
2006,31,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2005,28,3. Some College,1. Industrial,2. >=Very Good,1. Yes,103.90247060316008
2007,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2004,56,4. College Grad,1. Industrial,1. <=Good,1. Yes,87.98103278560542
2004,47,2. HS Grad,2. Information,1. <=Good,1. Yes,136.1577108372299
2005,41,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271474570051
2006,49,2. HS Grad,1. Industrial,2. >=Very Good,2. No,87.98103278560542
2009,28,2. HS Grad,1. Industrial,1. <=Good,2. No,97.49329404539341
2009,19,3. Some College,1. Industrial,1. <=Good,2. No,43.735111677982104
2004,48,3. Some College,2. Information,1. <=Good,1. Yes,117.14681691480487
2003,47,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.11574381218446
2004,57,4. College Grad,2. Information,2. >=Very Good,1. Yes,272.2947832200641
2003,39,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.83398564219921
2004,45,2. HS Grad,2. Information,1. <=Good,1. Yes,66.9616443217359
2006,52,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,127.90123297911782
2008,51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.88435933988579
2009,46,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,74.43830466818243
2003,45,4. College Grad,2. Information,2. >=Very Good,1. Yes,143.13494081113438
2005,40,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103278560542
2008,48,4. College Grad,2. Information,2. >=Very Good,1. Yes,128.68048822062414
2004,47,3. Some College,2. Information,2. >=Very Good,1. Yes,121.43031382262248
2009,45,2. HS Grad,2. Information,1. <=Good,1. Yes,98.59934386038917
2005,49,3. Some College,1. Industrial,2. >=Very Good,1. Yes,117.14681691480487
2007,57,3. Some College,2. Information,1. <=Good,1. Yes,109.83398564219921
2005,77,2. HS Grad,2. Information,2. >=Very Good,1. Yes,99.68946369848636
2005,48,4. College Grad,2. Information,1. <=Good,1. Yes,160.6424754082633
2004,56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.88435933988579
2007,39,4. College Grad,2. Information,2. >=Very Good,1. Yes,163.51586397623814
2003,44,2. HS Grad,1. Industrial,1. <=Good,1. Yes,110.7826502762544
2007,49,3. Some College,2. Information,2. >=Very Good,1. Yes,87.98103278560542
2008,58,1. < HS Grad,2. Information,2. >=Very Good,2. No,54.598150033144236
